T,N,mean_interactive.1,mean_interactive.2,bias_interactive.1,bias_interactive.2,sde_interactive.1,sde_interactive.2,ci_l_interactive.1,ci_l_interactive.2,ci_u_interactive.1,ci_u_interactive.2,rmse_interactive.1,rmse_interactive.2,mean_within.1,mean_within.2,bias_within.1,bias_within.2,sde_within.1,sde_within.2,ci_l_within.1,ci_l_within.2,ci_u_within.1,ci_u_within.2,rmse_within.1,rmse_within.2
40,40,1.0399706980751446,3.068876210568078,0.03997069807514464,0.022958736856026007,,,,,,,0.03997069807514464,0.06887621056807802,0.9434660086423128,2.999190309777501,0.05653399135768722,0.00026989674083299775,0.0506147960448183,0.0497354293454251,0.8442628313096285,2.901710659504831,1.042669185974997,3.096669960050171,0.05653399135768722,0.0008096902224989933
50,40,0.9293764923371164,3.020533262149197,0.07062350766288361,0.006844420716398976,,,,,,,0.07062350766288361,0.02053326214919693,0.9559595448277428,3.0431781625941303,0.04404045517225719,0.014392720864710107,0.0465981057915964,0.0446578745371999,0.8646289357284266,2.9556503368751104,1.0472901539270592,3.1307059883131503,0.04404045517225719,0.04317816259413032
60,40,0.9866696310335854,2.9485300599887765,0.013330368966414596,0.017156646670407838,,,,,,,0.013330368966414596,0.051469940011223514,0.9672315320881242,2.9280750716922634,0.03276846791187582,0.023974976102578854,0.0402899866691307,0.0404104050590178,0.8882646092790291,2.8488721331759135,1.0461984548972192,3.0072780102086134,0.03276846791187582,0.07192492830773656
70,40,0.9576464366753328,2.994492043857221,0.04235356332466722,0.0018359853809262934,,,,,,,0.04235356332466722,0.00550795614277888,0.9854768273197652,3.030578469282366,0.014523172680234842,0.010192823094122025,0.0383958728944686,0.0376453917707997,0.910222299291629,2.956794857227698,1.0607313553479012,3.104362081337034,0.014523172680234842,0.030578469282366072
80,40,0.9590588957226878,2.988081007172525,0.040941104277312235,0.003972997609158331,,,,,,,0.040941104277312235,0.011918992827474995,0.9635803452393712,2.996745242042056,0.036419654760628806,0.0010849193193146849,0.0365895827584942,0.0359094600888884,0.8918660808233748,2.926363993563556,1.0352946096553675,3.0671264905205557,0.036419654760628806,0.0032547579579440544
90,40,1.1163578628153097,3.118378119981873,0.11635786281530969,0.03945937332729107,,,,,,,0.11635786281530969,0.1183781199818732,1.0280616172637462,3.0220276996519884,0.02806161726374623,0.007342566550662788,0.0342534376776112,0.0332626556899584,0.9609261130689409,2.9568340924695136,1.0951971214585514,3.087221306834463,0.02806161726374623,0.022027699651988364
100,40,1.0550087858098358,3.006892519601731,0.055008785809835814,0.002297506533910365,,,,,,,0.055008785809835814,0.006892519601731095,0.9888866062491292,2.952458991654912,0.011113393750870837,0.015847002781696002,0.032004354991252,0.0323244611058962,0.9261592231178405,2.8891042120676897,1.0516139893804177,3.0158137712421342,0.011113393750870837,0.04754100834508801
10,50,1.0369503577637609,3.0927453728259984,0.03695035776376088,0.03091512427533279,,,,,,,0.03695035776376088,0.09274537282599837,0.9378352400836708,3.079928462151268,0.06216475991632919,0.026642820717089382,0.0883340385719612,0.091160531443309,0.7647037058736549,2.901257103710851,1.1109667742936866,3.258599820591685,0.06216475991632919,0.07992846215126814
20,50,1.110872953034754,3.152816056732707,0.11087295303475408,0.05093868557756901,,,,,,,0.11087295303475408,0.15281605673270704,1.0673198897118004,3.1426903353004283,0.06731988971180036,0.047563445100142765,0.0645641978876501,0.0634844386926997,0.9407763871612891,3.018263121883996,1.1938633922623116,3.2671175487168607,0.06731988971180036,0.1426903353004283
30,50,1.0444489202486942,3.013054781929963,0.04444892024869418,0.0043515939766543,,,,,,,0.04444892024869418,0.0130547819299629,1.0211059039245451,2.97152929631741,0.021105903924545144,0.009490234560863323,0.0515040405111878,0.0497463335655347,0.9201598394643251,2.874028274166046,1.1220519683847652,3.069030318468774,0.021105903924545144,0.02847070368258997
40,50,1.0142474900288327,3.022526769391323,0.014247490028832743,0.0075089231304410475,,,,,,,0.014247490028832743,0.022526769391323143,1.038088786836103,3.019776373781967,0.03808878683610306,0.006592124593988983,0.0461575025734996,0.0463656449299062,0.947621744175729,2.928901379599379,1.128555829496477,3.110651367964555,0.03808878683610306,0.01977637378196695
50,50,0.9855550540444612,2.9683458230759534,0.014444945955538802,0.010551392308015531,,,,,,,0.014444945955538802,0.031654176924046595,0.9711655897106312,2.9685125791376805,0.02883441028936884,0.010495806954106493,0.0419628596094962,0.0419980777973768,0.8889198961877081,2.886197859234911,1.0534112832335543,3.05082729904045,0.02883441028936884,0.03148742086231948
