T,N,mean_interactive.1,mean_interactive.2,mean_interactive.3,bias_interactive.1,bias_interactive.2,bias_interactive.3,sde_interactive.1,sde_interactive.2,sde_interactive.3,ci_l_interactive.1,ci_l_interactive.2,ci_l_interactive.3,ci_u_interactive.1,ci_u_interactive.2,ci_u_interactive.3,rmse_interactive.1,rmse_interactive.2,rmse_interactive.3,mean_within.1,mean_within.2,mean_within.3,bias_within.1,bias_within.2,bias_within.3,sde_within.1,sde_within.2,sde_within.3,ci_l_within.1,ci_l_within.2,ci_l_within.3,ci_u_within.1,ci_u_within.2,ci_u_within.3,rmse_within.1,rmse_within.2,rmse_within.3
20,50,0.9159058580809262,2.857879364640087,5.113739061938481,0.08409414191907383,0.047373545119970974,0.022747812387696166,,,,,,,,,,0.08409414191907383,0.14212063535991293,0.11373906193848082,1.3846208333142065,3.3472808768288456,4.619322512852541,0.3846208333142065,0.11576029227628186,0.07613549742949174,0.0549698933121398,0.0524206980123637,0.0708326184559195,1.2768818221884033,3.2445381966801623,4.480493131748272,1.4923598444400097,3.450023556977529,4.758151893956811,0.3846208333142065,0.34728087682884556,0.38067748714745875
30,50,1.0645767961407526,2.9590364205934585,4.9529463027225065,0.06457679614075262,0.013654526468847164,0.009410739455498706,,,,,,,,,,0.06457679614075262,0.040963579406541495,0.047053697277493534,1.4094953579933742,3.301646547893461,4.129346961447017,0.4094953579933742,0.10054884929782038,0.17413060771059657,0.0442129128721397,0.0434278086214459,0.0720100904601189,1.322839641112373,3.2165296070679292,3.9882097776217127,1.4961510748743754,3.386763488718993,4.270484145272322,0.4094953579933742,0.3016465478934611,0.8706530385529829
40,50,1.1142724742489034,3.062332421953381,4.7541445804851215,0.11427247424890341,0.020777473984460393,0.04917108390297571,,,,,,,,,,0.11427247424890341,0.06233242195338118,0.24585541951487855,1.419543003431729,3.336672638085968,4.3242082526982735,0.4195430034317289,0.11222421269532272,0.1351583494603453,0.0368226024520747,0.037356037930965,0.0548339540485345,1.3473720288086262,3.2634561491361644,4.216735677633221,1.4917139780548316,3.409889127035772,4.4316808277633255,0.4195430034317289,0.33667263808596815,0.6757917473017265
50,50,0.9857504713275927,3.052841504399101,4.9259536016452685,0.014249528672407252,0.017613834799700356,0.014809279670946297,,,,,,,,,,0.014249528672407252,0.05284150439910107,0.07404639835473148,1.389901720158273,3.403341536315168,4.194501837304322,0.38990172015827307,0.13444717877172266,0.16109963253913567,0.0338508020175779,0.0337162190909514,0.0494166197801865,1.3235553673560245,3.3372589612020414,4.097647042297447,1.4562480729605216,3.4694241114282947,4.291356632311197,0.38990172015827307,0.403341536315168,0.8054981626956783
60,50,1.0505937468546749,3.007771575482608,4.998654695287043,0.05059374685467488,0.002590525160869402,0.00026906094259135924,,,,,,,,,,0.05059374685467488,0.007771575482608206,0.0013453047129567963,1.3941774121466106,3.3385969141204352,4.347615536184804,0.3941774121466106,0.11286563804014509,0.13047689276303914,0.0307234629608851,0.0301035876803661,0.0468483870846102,1.3339605312629255,3.279594966461474,4.255794384765177,1.4543942930302958,3.3975988617793966,4.439436687604432,0.3941774121466106,0.33859691412043524,0.6523844638151957
70,50,0.9985800130714942,3.0614679063729007,5.003741189208039,0.0014199869285057565,0.020489302124300224,0.0007482378416078461,,,,,,,,,,0.0014199869285057565,0.06146790637290067,0.0037411892080392306,1.4119769498165493,3.440361597582358,4.049903056244004,0.4119769498165493,0.14678719919411934,0.19001938875119925,0.0274327318646726,0.0266631070276723,0.0422385793618789,1.3582097833642468,3.3881028680921834,3.967116961936584,1.4657441162688518,3.4926203270725327,4.132689150551423,0.4119769498165493,0.44036159758235804,0.9500969437559963
80,50,1.0072455809221743,2.995247468065745,5.034098908139162,0.007245580922174311,0.0015841773114183926,0.006819781627832455,,,,,,,,,,0.007245580922174311,0.0047525319342551775,0.034098908139162276,1.4015132273107846,3.4022713577405943,4.021692134932297,0.40151322731078465,0.1340904525801981,0.19566157301354056,0.0254489615638823,0.0252055224732529,0.041968720328643,1.3516341792016313,3.352869441481504,3.939434954610923,1.451392275419938,3.4516732739996847,4.103949315253671,0.40151322731078465,0.4022713577405943,0.9783078650677028
90,50,0.9937732889875994,2.893904387583277,5.001722768013236,0.0062267110124005765,0.03536520413890765,0.000344553602647224,,,,,,,,,,0.0062267110124005765,0.10609561241672294,0.00172276801323612,1.3946624027446513,3.331491307130012,4.1605069253586615,0.39466240274465125,0.11049710237667061,0.1678986149282677,0.0245563143878604,0.025013999421871,0.0388141983341234,1.3465329109514022,3.282464769153839,4.084432494534985,1.4427918945379004,3.380517845106185,4.236581356182338,0.39466240274465125,0.33149130713001185,0.8394930746413385
100,50,1.076719796133944,3.027184088043623,4.879408415101196,0.07671979613394408,0.009061362681207719,0.024118316979760836,,,,,,,,,,0.07671979613394408,0.027184088043623156,0.12059158489880417,1.425007960344889,3.403005724509444,3.92384800610043,0.4250079603448891,0.13433524150314793,0.215230398779914,0.0224483952258978,0.0229893473589334,0.0369062982837366,1.3810099141914085,3.3579474316578533,3.8515129906616137,1.4690060064983697,3.4480640173610344,3.996183021539246,0.4250079603448891,0.40300572450944383,1.07615199389957
10,60,1.2834195651709497,3.5548490026820376,-11.126003566722314,0.2834195651709497,0.1849496675606792,3.2252007133444627,,,,,,,,,,0.2834195651709497,0.5548490026820376,16.126003566722314,1.3247199470386195,3.507805984756943,4.500651034761164,0.3247199470386195,0.16926866158564766,0.09986979304776718,0.0731430690410929,0.075737855371871,0.0953182371014263,1.1813621659993507,3.3593625159617724,4.313830722972519,1.4680777280778883,3.6562494535521135,4.68747134654981,0.3247199470386195,0.5078059847569429,0.4993489652388359
20,60,1.0765661970517355,3.0159932314593645,4.811226432344356,0.07656619705173551,0.0053310771531214956,0.037754713531128734,,,,,,,,,,0.07656619705173551,0.015993231459364488,0.18877356765564368,1.379384306046182,3.3703844274576324,4.446743811959919,0.3793843060461819,0.12346147581921081,0.11065123760801612,0.0519693387771158,0.0516975864817407,0.0691518087297736,1.277526273742674,3.269059019865776,4.311208757383761,1.4812423383496898,3.471709835049489,4.582278866536078,0.3793843060461819,0.37038442745763245,0.5532561880400806
30,60,0.9325969951707784,2.905468056103879,5.057466976633152,0.06740300482922157,0.03151064796537373,0.011493395326630384,,,,,,,,,,0.06740300482922157,0.09453194389612118,0.05746697663315192,1.4434383668383115,3.409108368138165,3.817343066379432,0.4434383668383115,0.13636945604605502,0.2365313867241136,0.0393647954254408,0.0410497340004044,0.0636285041049323,1.3662847855456604,3.328652367922423,3.6926334899436055,1.5205919481309627,3.489564368353907,3.9420526428152582,0.4434383668383115,0.4091083681381651,1.1826569336205681
40,60,0.9689261120936092,2.915189804972683,5.080657613988317,0.031073887906390762,0.02827006500910567,0.016131522797663323,,,,,,,,,,0.031073887906390762,0.08481019502731701,0.08065761398831661,1.352377433593196,3.3620493412562107,4.1796242353147965,0.35237743359319595,0.12068311375207023,0.1640751529370407,0.0360325471401759,0.0353113396683107,0.0547104396046079,1.2817549389272094,3.292840387260461,4.0723937441114115,1.4229999282591825,3.4312582952519604,4.286854726518182,0.35237743359319595,0.3620493412562107,0.8203757646852035
50,60,0.9992263643135368,3.0091558278682387,5.049716255664163,0.0007736356864631588,0.0030519426227462176,0.009943251132832565,,,,,,,,,,0.0007736356864631588,0.009155827868238653,0.04971625566416282,1.372195624643762,3.3615361686957588,4.484595725764014,0.3721956246437621,0.12051205623191959,0.10308085484719723,0.031268404383889,0.0311303315704242,0.0437433206895258,1.3109106781973052,3.300521839990937,4.398860392648357,1.433480571090219,3.4225504974005805,4.57033105887967,0.3721956246437621,0.3615361686957588,0.5154042742359861
60,60,0.9832477217268114,3.006802472660949,4.978876750539105,0.016752278273188592,0.002267490886983007,0.004224649892178967,,,,,,,,,,0.016752278273188592,0.006802472660949022,0.021123249460894833,1.380402900265093,3.4032063790152502,4.1452968576399405,0.38040290026509305,0.13440212633841675,0.1709406284720119,0.0274610935461331,0.0273397792862222,0.0420755771081972,1.3265801459385869,3.3496213962689807,4.062830241879136,1.4342256545915992,3.45679136176152,4.227763473400745,0.38040290026509305,0.40320637901525025,0.8547031423600595
70,60,1.0338370163726185,3.032949457220274,4.948660673143671,0.03383701637261849,0.010983152406757993,0.010267865371265828,,,,,,,,,,0.03383701637261849,0.03294945722027398,0.05133932685632914,1.3827154531075183,3.383495718409117,4.422379064493407,0.3827154531075183,0.12783190613637233,0.11552418710131854,0.0249649270805292,0.0257022103529002,0.0350694121730783,1.3337850951530124,3.33312031179436,4.3536442796751835,1.4316458110620243,3.433871125023874,4.491113849311631,0.3827154531075183,0.383495718409117,0.5776209355065927
80,60,0.9746056922775884,2.956395693575632,4.998226499366147,0.02539430772241158,0.01453476880812262,0.0003547001267705241,,,,,,,,,,0.02539430772241158,0.043604306424367856,0.0017735006338526205,1.3828507081784682,3.379315698444369,4.113177021927163,0.3828507081784682,0.12643856614812302,0.17736459561456747,0.0244911536950159,0.0244592574791104,0.0375972920356943,1.334848928996402,3.331376434696721,4.039487683620967,1.4308524873605344,3.427254962192017,4.186866360233358,0.3828507081784682,0.3793156984443691,0.8868229780728374
90,60,1.0013792541296287,2.996275670846356,4.957726128137582,0.001379254129628693,0.0012414430512146524,0.00845477437248352,,,,,,,,,,0.001379254129628693,0.003724329153643957,0.0422738718624176,1.3963132221934071,3.371926812538759,4.123728296920671,0.39631322219340714,0.12397560417958638,0.1752543406158658,0.0226188573499591,0.0223491334115793,0.0352720718096828,1.3519810764160383,3.328123315966383,4.054596306513583,1.440645367970776,3.4157303091111353,4.192860287327759,0.39631322219340714,0.37192681253875914,0.876271703079329
100,60,0.966706559891772,2.9867874789955837,5.052782301493297,0.03329344010822799,0.0044041736681387595,0.010556460298659332,,,,,,,,,,0.03329344010822799,0.013212521004416278,0.05278230149329666,1.3890323778737772,3.4056028178322144,4.642139530373129,0.3890323778737772,0.1352009392774048,0.07157209392537425,0.0214175567619942,0.0211979365041888,0.0285126362128396,1.3470547379834263,3.3640556257374374,4.586255790291671,1.431010017764128,3.4471500099269914,4.698023270454587,0.3890323778737772,0.4056028178322144,0.35786046962687124
10,70,0.9330459147549194,3.0747153077041487,5.054301574335563,0.06695408524508062,0.024905102568049564,0.010860314867112563,,,,,,,,,,0.06695408524508062,0.07471530770414869,0.05430157433556282,1.372841007564763,3.4522289991643005,4.136950125385855,0.372841007564763,0.15074299972143348,0.17260997492282898,0.069587580083,0.0715630638140239,0.1016735783424249,1.2364518568307863,3.311967971465472,3.937673573655391,1.5092301582987397,3.592490026863129,4.336226677116319,0.372841007564763,0.4522289991643005,0.8630498746141448
20,70,0.9074015446229788,3.023600382619605,4.974160908144836,0.09259845537702116,0.007866794206534985,0.005167818371032773,,,,,,,,,,0.09259845537702116,0.023600382619604954,0.025839091855163865,1.346618818117542,3.393214210135012,4.122493122537393,0.346618818117542,0.13107140337833734,0.17550137549252137,0.0469540936580856,0.0460817276473511,0.0707050518197682,1.2545904856209737,3.3028956836008203,3.983913767445609,1.4386471506141103,3.4835327366692037,4.261072477629177,0.346618818117542,0.393214210135012,0.8775068774626069
30,70,1.0446981979729415,2.9699496922632838,5.032174539070313,0.0446981979729415,0.01001676924557208,0.00643490781406264,,,,,,,,,,0.0446981979729415,0.030050307736716242,0.0321745390703132,1.4704708710130572,3.366100066039428,4.374888005237472,0.4704708710130572,0.12203335534647601,0.12502239895250558,0.036647574683309,0.0364365510469912,0.0514819607886862,1.3986429445130297,3.29468573826647,4.2739852162381435,1.5422987975130846,3.437514393812386,4.475790794236801,0.4704708710130572,0.366100066039428,0.6251119947625279
40,70,0.938669923430701,2.990048001610635,5.060284595062168,0.06133007656929901,0.0033173327964550006,0.012056919012433553,,,,,,,,,,0.06133007656929901,0.009951998389365002,0.06028459506216777,1.3640960568971578,3.423412363116694,4.421866592581647,0.36409605689715785,0.14113745437223132,0.11562668148367053,0.0321963554687732,0.0319442665856192,0.0445648882209447,1.3009923597449131,3.360802751096334,4.334521016693542,1.4271997540494026,3.486021975137054,4.509212168469753,0.36409605689715785,0.42341236311669395,0.5781334074183526
50,70,0.9500708296531252,2.945720775445654,5.1001910679938565,0.04992917034687483,0.01809307485144866,0.020038213598771292,,,,,,,,,,0.04992917034687483,0.05427922455434597,0.10019106799385646,1.4123983989571205,3.399656396875553,4.216648102543538,0.4123983989571205,0.1332187989585177,0.15667037949129234,0.0274728093673054,0.0269800831280775,0.0408977078882302,1.3585526820430673,3.3467764056446243,4.1364900680323675,1.4662441158711736,3.452536388106482,4.296806137054709,0.4123983989571205,0.3996563968755531,0.7833518974564617
60,70,1.0099696083889298,3.0011505332718538,4.985209281644792,0.009969608388929796,0.0003835110906179236,0.0029581436710415685,,,,,,,,,,0.009969608388929796,0.0011505332718537709,0.014790718355207844,1.4065437253107032,3.423931932218421,3.847650471286792,0.40654372531070315,0.14131064407280705,0.2304699057426416,0.0253863386751219,0.0249192179064954,0.0418714893828909,1.356787415808128,3.3750911625987845,3.7655838601172746,1.4563000348132784,3.472772701838058,3.9297170824563095,0.40654372531070315,0.4239319322184212,1.152349528713208
70,70,1.0411750921852636,3.049883847329493,4.891602302256887,0.041175092185263606,0.016627949109831047,0.021679539548622628,,,,,,,,,,0.041175092185263606,0.049883847329493136,0.10839769774311314,1.3854508110919297,3.426042799450931,3.917345471445629,0.3854508110919297,0.14201426648364368,0.21653090571087424,0.0227290432166284,0.0230164157425197,0.0385386733759705,1.3409027049842837,3.3809314535423916,3.841811059616774,1.4299989171995757,3.4711541453594705,3.9928798832744836,0.3854508110919297,0.42604279945093104,1.0826545285543712
80,70,0.9875108814795736,3.0372327461046567,4.963130592501127,0.012489118520426445,0.012410915368218886,0.007373881499774626,,,,,,,,,,0.012489118520426445,0.037232746104656655,0.03686940749887313,1.373879975524885,3.4339712925281844,3.876003929216145,0.37387997552488494,0.14465709750939482,0.22479921415677104,0.021745507600622,0.0217581522489764,0.0369997743645914,1.3312595638021238,3.3913260977500514,3.8034857040254373,1.416500387247646,3.4766164873063174,3.9485221544068523,0.37387997552488494,0.43397129252818445,1.1239960707838552
90,70,1.0250102775139718,2.983722791056948,4.978352280035937,0.02501027751397178,0.005425736314350615,0.004329543992812645,,,,,,,,,,0.02501027751397178,0.016277208943051846,0.021647719964063228,1.4066820847730022,3.3667276752658264,4.149538209226659,0.40668208477300216,0.12224255842194214,0.17009235815466822,0.0208462410888442,0.0206643842622873,0.0319082317777203,1.3658242030258285,3.326226226349047,4.08699922413197,1.4475399665201758,3.4072291241826056,4.212077194321347,0.40668208477300216,0.3667276752658264,0.8504617907733412
100,70,1.0028974082464153,2.9589341106844005,5.000131110431775,0.0028974082464152673,0.013688629771866504,2.6222086355076614e-05,,,,,,,,,,0.0028974082464152673,0.04106588931559951,0.00013111043177538306,1.406006449462723,3.369680356597896,3.987775606477364,0.4060064494627229,0.12322678553263196,0.2024448787045272,0.0193196582311158,0.01917660306443,0.0324363936579072,1.368140615136113,3.3320949052457927,3.9242014431195025,1.4438722837893327,3.407265807949999,4.051349769835226,0.4060064494627229,0.3696803565978959,1.012224393522636
10,80,0.9795722100400844,3.0274560326406466,4.853092096171981,0.020427789959915565,0.009152010880215519,0.02938158076560384,,,,,,,,,,0.020427789959915565,0.027456032640646555,0.14690790382801922,1.423310538886625,3.3709019430331777,3.962311409639724,0.42331053888662495,0.12363398101105923,0.20753771807205518,0.0634386058776495,0.061263106244692,0.1037226081555704,1.298973156137001,3.2508284612125307,3.7590188332722456,1.5476479216362489,3.4909754248538247,4.165603986007203,0.42331053888662495,0.3709019430331777,1.037688590360276
20,80,1.205831883735474,3.1119754026404727,4.240390714687996,0.205831883735474,0.037325134213490894,0.15192185706240072,,,,,,,,,,0.205831883735474,0.11197540264047268,0.7596092853120036,1.4595741405191245,3.3857789737740385,4.2018333326582535,0.4595741405191245,0.12859299125801282,0.1596333334683493,0.0399776346945051,0.0397956881387372,0.0595639957114499,1.3812194163307956,3.3077808582821255,4.085090046288514,1.5379288647074534,3.4637770892659514,4.3185766190279935,0.4595741405191245,0.38577897377403847,0.7981666673417465
30,80,1.0874903253793966,3.0543822005505694,4.8857463183674295,0.0874903253793966,0.01812740018352314,0.02285073632651411,,,,,,,,,,0.0874903253793966,0.054382200550569415,0.11425368163257055,1.3873581092102698,3.377079441027675,4.37574692079084,0.3873581092102698,0.125693147009225,0.12485061584183192,0.035119832438246,0.0356863349631698,0.0514985983749173,1.3185245024882262,3.3071355097596298,4.274811522721709,1.4561917159323134,3.44702337229572,4.476682318859972,0.3873581092102698,0.377079441027675,0.6242530792091596
40,80,1.0969261054092343,3.046743662474196,4.781934068097625,0.0969261054092343,0.015581220824732048,0.043613186380475,,,,,,,,,,0.0969261054092343,0.046743662474196146,0.218065931902375,1.4563968430700247,3.3648504446392726,4.527600145539656,0.4563968430700247,0.12161681487975755,0.09447997089206872,0.0290135486806703,0.0285526458201088,0.0392785495958408,1.3995313325922114,3.3088882871685312,4.450615602966838,1.513262353547838,3.420812602110014,4.604584688112475,0.4563968430700247,0.36485044463927263,0.4723998544603436
50,80,0.9763549394147488,3.0443225445232547,4.988040492306727,0.023645060585251176,0.01477418150775156,0.0023919015386546505,,,,,,,,,,0.023645060585251176,0.04432254452325468,0.011959507693273252,1.3519900846084316,3.441729548989101,4.20810052183726,0.3519900846084316,0.14724318299636696,0.1583798956325481,0.0263379008804014,0.0263229542391737,0.0390544140918643,1.3003687474544592,3.3901375067136246,4.131555276779892,1.403611421762404,3.493321591264577,4.284645766894627,0.3519900846084316,0.4417295489891009,0.7918994781627404
60,80,0.9541584079953344,3.001249864844553,5.070614597816563,0.04584159200466564,0.0004166216148509723,0.014122919563312663,,,,,,,,,,0.04584159200466564,0.001249864844552917,0.07061459781656332,1.3794597100999009,3.4107305777952943,4.053036510364829,0.37945971009990087,0.13691019259843143,0.18939269792703417,0.0239170910687402,0.0241188917930553,0.0392257240852262,1.3325830729902055,3.363458418533887,3.9761555038902805,1.4263363472095962,3.4580027370567015,4.129917516839378,0.37945971009990087,0.4107305777952943,0.9469634896351709
70,80,0.9611329496031242,3.037348091745216,4.999266685139593,0.03886705039687577,0.01244936391507201,0.00014666297208147937,,,,,,,,,,0.03886705039687577,0.03734809174521603,0.0007333148604073969,1.3688254876091892,3.481729056609113,4.279980608558003,0.3688254876091892,0.16057635220303768,0.14400387828839936,0.0222596787415574,0.0224361249285144,0.0319246349156796,1.3251973189683048,3.4377550597965834,4.217409473903682,1.4124536562500736,3.5257030534216427,4.342551743212325,0.3688254876091892,0.481729056609113,0.7200193914419968
80,80,0.9638018123774208,2.985014852731311,5.052621739963772,0.0361981876225792,0.0049950490895630155,0.010524347992754457,,,,,,,,,,0.0361981876225792,0.014985147268689047,0.052621739963772285,1.3854058315963778,3.390069579149125,4.16636458825173,0.38540583159637776,0.13002319304970836,0.16672708234965405,0.0210170826748553,0.0210167640967533,0.0330751602316427,1.3442131064935605,3.348877478447914,4.101538465414818,1.426598556699195,3.431261679850336,4.231190711088641,0.38540583159637776,0.3900695791491251,0.8336354117482703
90,80,1.0187089255040314,3.0020959428456093,4.9845837396111525,0.01870892550403136,0.0006986476152031074,0.003083252077769494,,,,,,,,,,0.01870892550403136,0.002095942845609322,0.01541626038884747,1.4103871503070498,3.382246266407919,4.081944131184695,0.41038715030704975,0.12741542213597304,0.18361117376306096,0.0193884338566842,0.0189399815197249,0.0308694695095977,1.3723865182313117,3.345124584761404,4.021441082724026,1.4483877823827878,3.4193679480544343,4.142447179645364,0.41038715030704975,0.38224626640791914,0.9180558688153049
100,80,1.0601647829374476,2.99540344386852,4.93242220222327,0.06016478293744765,0.0015321853771599336,0.013515559555346002,,,,,,,,,,0.06016478293744765,0.004596556131479801,0.06757779777673001,1.4371096728237216,3.365922452412464,4.084792121097547,0.4371096728237216,0.1219741508041546,0.18304157578049055,0.0180835865604346,0.0179893534508213,0.0283344861250621,1.4016664944539572,3.3306639675436926,4.029257548771976,1.472552851193486,3.401180937281235,4.140326693423119,0.4371096728237216,0.3659224524124638,0.9152078789024527
10,90,1.4056754097164723,3.372907947111736,-0.4420759493872559,0.4056754097164723,0.12430264903724526,1.0884151898774512,,,,,,,,,,0.4056754097164723,0.3729079471117358,5.442075949387256,1.4349173985423838,3.432837230973917,3.603297650083228,0.43491739854238376,0.14427907699130568,0.2793404699833544,0.0582009912038205,0.0553438382356502,0.1054453962555466,1.320845551918363,3.324365301265832,3.396628471086802,1.5489892451664045,3.541309160682002,3.809966829079654,0.43491739854238376,0.432837230973917,1.396702349916772
20,90,1.1297078203582775,3.000194946468447,4.779276743691768,0.12970782035827755,6.498215614906637e-05,0.04414465126164639,,,,,,,,,,0.12970782035827755,0.0001949464684471991,0.22072325630823197,1.4298426101062158,3.30273215638896,4.42650432541461,0.42984261010621583,0.10091071879631992,0.11469913491707792,0.0395470791413826,0.0398371231215691,0.0568729278638265,1.3523317592953508,3.2246528298229964,4.315035435106166,1.507353460917081,3.380811482954923,4.537973215723055,0.42984261010621583,0.3027321563889598,0.5734956745853896
30,90,0.9833908907408746,2.979039812534977,5.020262359968233,0.0166091092591254,0.006986729155007716,0.004052471993646556,,,,,,,,,,0.0166091092591254,0.02096018746502315,0.02026235996823278,1.3833675639329823,3.3859770233240924,4.0999268726229845,0.3833675639329823,0.1286590077746975,0.1800146254754031,0.0316322020466369,0.0314620828402795,0.0501473620783428,1.3213695871698798,3.324312474078529,4.001639849029743,1.4453655406960848,3.447641572569656,4.198213896216226,0.3833675639329823,0.38597702332409245,0.9000731273770155
40,90,0.9942288967759492,2.9554918895503555,5.035002225339756,0.005771103224050833,0.014836036816548178,0.007000445067951233,,,,,,,,,,0.005771103224050833,0.04450811044964453,0.035002225339756166,1.4189173640559494,3.394848306618485,3.6864380164360737,0.41891736405594937,0.13161610220616163,0.26271239671278523,0.0278162510620696,0.0281021686668829,0.0508790895124057,1.3643985137893688,3.3397690681439243,3.586716833425569,1.47343621432253,3.4499275450930456,3.7861591994465784,0.41891736405594937,0.3948483066184849,1.3135619835639263
50,90,1.0638066676403817,3.009870092385089,4.863567860253392,0.06380666764038168,0.0032900307950297267,0.027286427949321634,,,,,,,,,,0.06380666764038168,0.00987009238508918,0.13643213974660817,1.4149620528467,3.369733365788841,4.098370030289783,0.41496205284669996,0.12324445526294703,0.18032599394204335,0.0246144909130383,0.0241804118074762,0.0385196558022721,1.3667185371593564,3.3223406295148408,4.022872892220451,1.4632055685340435,3.4171261020628414,4.1738671683591155,0.41496205284669996,0.3697333657888411,0.9016299697102168
60,90,0.9832635806947604,3.0316313296842945,5.003559916297922,0.016736419305239614,0.010543776561431498,0.0007119832595844144,,,,,,,,,,0.016736419305239614,0.031631329684294496,0.003559916297922072,1.367600454259371,3.416360469094632,4.237617534035124,0.36760045425937093,0.13878682303154402,0.15247649319297524,0.0226188918227473,0.0228329393476505,0.0341378518705279,1.3232682409165788,3.3716087303120497,4.170708573859326,1.411932667602163,3.4611122078772145,4.304526494210922,0.36760045425937093,0.4163604690946321,0.7623824659648761
70,90,1.0249970649678306,3.002483465448837,4.96519000860738,0.024997064967830607,0.0008278218162790137,0.006961998278523928,,,,,,,,,,0.024997064967830607,0.002483465448837041,0.034809991392619644,1.3894591882843257,3.364029235393918,4.486300821421139,0.3894591882843257,0.12134307846463936,0.1027398357157722,0.0204606153269026,0.0206975285633026,0.0288713346553486,1.3493571191420684,3.3234628248408558,4.429714045311052,1.429561257426583,3.4045956459469804,4.542887597531226,0.3894591882843257,0.36402923539391807,0.5136991785788609
80,90,1.018353389726443,2.998022719754936,4.946175674090943,0.01835338972644296,0.0006590934150213871,0.010764865181811346,,,,,,,,,,0.01835338972644296,0.0019772802450641613,0.053824325909056725,1.4088911911300368,3.398814867224109,4.18757301561875,0.4088911911300368,0.13293828907470306,0.16248539687624994,0.0196314881398413,0.0191644673915374,0.0292864954050843,1.3704141814130226,3.3612532013538035,4.1301725393913875,1.447368200847051,3.436376533094415,4.244973491846113,0.4088911911300368,0.3988148672241092,0.8124269843812497
90,90,1.0011039503397632,2.994158556018547,4.995020664368687,0.0011039503397631822,0.0019471479938177143,0.0009958671262625175,,,,,,,,,,0.0011039503397631822,0.005841443981453143,0.004979335631312587,1.4166916127832905,3.4055917662133077,4.273929033285494,0.4166916127832905,0.13519725540443592,0.14521419334290114,0.018348553515228,0.0181379275013311,0.0268408333840998,1.3807291087250377,3.3700420815565,4.2213219665376185,1.4526541168415432,3.4411414508701155,4.32653610003337,0.4166916127832905,0.4055917662133077,0.7260709667145058
100,90,0.9823029041039366,3.0329103599060376,4.960589619826635,0.017697095896063386,0.010970119968679212,0.007882076034672992,,,,,,,,,,0.017697095896063386,0.032910359906037634,0.039410380173364956,1.3909875587496725,3.4234960809279773,4.4648126839880655,0.3909875587496725,0.14116536030932578,0.1070374632023869,0.0169790032751216,0.0172571542605025,0.0235838393082004,1.3577093238370466,3.3896726801017403,4.418589208326813,1.4242657936622984,3.4573194817542143,4.5110361596493185,0.3909875587496725,0.4234960809279773,0.5351873160119345
10,100,0.9960309633036064,2.8823493489728897,5.133374181448769,0.003969036696393591,0.03921688367570342,0.026674836289753756,,,,,,,,,,0.003969036696393591,0.11765065102711025,0.13337418144876878,1.4367066121510628,3.392862969072711,4.467292201155291,0.43670661215106277,0.130954323024237,0.10654155976894178,0.0558949571328447,0.0545015725621139,0.0721311254923111,1.327154509253277,3.2860418497501716,4.325917793026022,1.5462587150488485,3.4996840883952505,4.60866660928456,0.43670661215106277,0.392862969072711,0.5327077988447089
20,100,1.0717241565685942,3.022231043106325,4.8060122489805295,0.07172415656859421,0.0074103477021082815,0.0387975502038941,,,,,,,,,,0.07172415656859421,0.022231043106324844,0.19398775101947052,1.4110019192427123,3.36369342076804,4.259003637187951,0.41100191924271234,0.12123114025601334,0.14819927256240978,0.0347412678349205,0.0361659522791817,0.0536635839574377,1.3429102855090083,3.2928094568342496,4.153824945350032,1.4790935529764164,3.4345773847018304,4.36418232902587,0.41100191924271234,0.36369342076804,0.7409963628120488
30,100,0.9806604903679814,2.9890579257682703,5.029525489567479,0.01933950963201858,0.00364735807724322,0.005905097913495716,,,,,,,,,,0.01933950963201858,0.01094207423172966,0.02952548956747858,1.412625916857667,3.436179333256973,4.38587364930364,0.4126259168576669,0.14539311108565758,0.12282527013927194,0.0307096848627112,0.0295139620159172,0.0417340232481132,1.352436040550178,3.3783330306646917,4.304076466807381,1.4728157931651558,3.494025635849254,4.467670831799899,0.4126259168576669,0.4361793332569728,0.6141263506963597
40,100,1.0087039073222204,3.056603801118136,4.909799485876151,0.008703907322220372,0.018867933706045264,0.018040102824769734,,,,,,,,,,0.008703907322220372,0.05660380111813579,0.09020051412384866,1.422346658731339,3.454610785156773,4.068862473239555,0.4223466587313389,0.15153692838559105,0.18622750535208893,0.0260489925918287,0.0259424263180393,0.0393366463210133,1.371291571417804,3.403764563901832,3.9917640631777793,1.4734017460448738,3.505457006411714,4.145960883301331,0.4223466587313389,0.4546107851567731,0.9311375267604447
50,100,1.0247268709178794,2.988004748156532,5.060920760237488,0.024726870917879396,0.003998417281156019,0.012184152047497676,,,,,,,,,,0.024726870917879396,0.011995251843468058,0.06092076023748838,1.408677935611396,3.370765911474458,4.172302958603328,0.4086779356113961,0.12358863715815271,0.1655394082793345,0.0241895636174519,0.023783421557097,0.0377683493862216,1.36126726211945,3.3241512617934146,4.098278354050808,1.4560886091033423,3.4173805611555017,4.246327563155847,0.4086779356113961,0.37076591147445814,0.8276970413966724
