T,N,sim,beta_interactive.1,beta_interactive.2,beta_within.1,beta_within.2,sde_interactive.1,sde_interactive.2,sde_within.1,sde_within.2
10,100,0,1.304136908235499,2.998171376120972,1.0498931249140915,2.813448925512151,,,0.06872205194449622,0.0658799263576641
10,100,1,1.1397827015503097,3.2038429734043206,1.0305194563334727,3.108991198970372,,,0.06687718102595791,0.0645169221042394
10,100,2,1.0470930423466562,3.1737368304518583,0.9347213561541292,3.078743964352101,,,0.06977616531689375,0.06514714923996372
10,100,3,1.1715170990989776,3.1268815194495687,1.139457776165266,3.057063154526623,,,0.0655984533168489,0.06557449700658258
10,100,4,1.1262734284212286,3.2043255096101078,1.0575126494800977,3.039239835476955,,,0.06821639523506277,0.06810361062446331
10,100,5,1.1277856984290722,3.1854077925304978,0.9836848063857881,3.046257138611724,,,0.06608990657223017,0.0669001148544643
10,100,6,1.1127601443897355,3.192606718070742,0.8400392461497682,2.9788326922465567,,,0.06732203076833795,0.06789328039718068
10,100,7,0.9885945561558813,2.8812683206091876,0.9823220118646988,2.8872751282264484,,,0.06618246091598504,0.06259111422630584
10,100,8,1.155663353246247,3.1439351847880026,0.9986373037366792,2.9712620526264004,,,0.06544837144965057,0.06675504330792321
10,100,9,1.0529203108698866,3.013356528785117,1.0629391813665368,3.0390668425677143,,,0.06743073164656582,0.06515455017298297
20,100,0,1.0640239849622937,3.0080949695417765,1.031858965795152,2.9671197284898345,,,0.044693876866437346,0.04503731919979934
20,100,1,0.879908210743011,2.9295757676099896,0.8823290215320783,2.9344224347126553,,,0.04672764241268106,0.04573366275590039
20,100,2,1.150446612880124,3.1257259432390256,0.9962428212866272,3.0617969516249546,,,0.0476538922140945,0.04742143518293154
20,100,3,1.0726017610842113,2.985640167123467,1.0710654290265025,2.976413819734247,,,0.04665233387123931,0.04579416647434755
20,100,4,0.966614262686889,3.0134169771118984,0.940985111537068,2.97678181513351,,,0.04569798193805442,0.04534560091438306
20,100,5,1.143263329281389,3.151057457116245,1.0118574712962403,2.972670386720719,,,0.04622786271292052,0.04566035900470055
20,100,6,1.174082810817005,3.1559054931661095,1.0524393086112531,3.0556452047351814,,,0.04650389212123544,0.04613263089628544
20,100,7,1.1768860454679668,3.103644024775157,0.9941113621839305,2.9351643637574396,,,0.04726648192005755,0.04701013202526986
20,100,8,1.1171657283670342,3.1808611290252813,0.9745383019057657,3.0404724185950487,,,0.04478019358716897,0.04568509204409229
20,100,9,1.1965882553887681,3.1091010973408117,0.9952019174768073,2.9186850550232144,,,0.047478397612937984,0.0472402047356846
50,100,0,1.0103351350783853,2.9770481817203773,1.005317636416611,2.963350216171009,,,0.02893763476927215,0.028483256222416795
50,100,1,1.1146870613577633,3.1803262457860058,0.9733065640086327,3.039915846371913,,,0.027843292130940077,0.028090926388871798
50,100,2,1.0241185944628057,3.015031639241336,1.0164915992240406,3.0058616357581482,,,0.02858120138716006,0.02852957341047711
50,100,3,1.0254494066633058,2.9854487906998344,1.022015591081373,2.988877238845413,,,0.028937582367517357,0.029140913072403195
50,100,4,1.1920461779526121,3.1300582018839975,1.042683050547449,2.9839823768147062,,,0.02932738886326118,0.028587231920080745
50,100,5,1.191975777500403,3.1687478536267975,1.0476187987196903,3.021729827028768,,,0.028757508406712703,0.02924636871394476
50,100,6,0.9921838480951877,3.0553537294550495,0.9934264313465785,3.0455714190759893,,,0.029125081417897044,0.029009972438907024
50,100,7,1.002904141765768,3.0146540104101476,0.9960981807272244,3.0115766553001846,,,0.029516180234551846,0.02857197995406464
50,100,8,1.1466253368992412,3.1628519474556995,0.9935951718249264,3.0089741706470616,,,0.029042338748862667,0.029256436254208058
50,100,9,1.007323285575918,2.954146018923943,1.0063191201397605,2.947417391803476,,,0.028636630199852388,0.02846545447480957
100,100,0,1.0109952934970465,3.0143745854817823,1.0054953977724506,3.010217939251285,,,0.020159077662508018,0.020260083344827814
100,100,1,0.9912404279396014,2.991262445018254,0.9855597166426446,2.985444441509125,,,0.020311073304856528,0.02029574151337166
100,100,2,1.0069894818026555,3.0216066174047285,0.9944478787609277,3.0110944240266626,,,0.0202399872601896,0.02037439180306741
100,100,3,1.0371981975057238,2.9971848165287867,1.026622581988611,2.992856101031074,,,0.020273772077856553,0.020292934708126667
100,100,4,1.0019648832485544,2.997444599650162,1.0033169626437723,2.9939697499359794,,,0.0201401922277809,0.020254746023428544
100,100,5,0.9689516781924965,2.9737063884117703,0.9724444223143203,2.970547861028451,,,0.01993123781300998,0.02005715235276306
100,100,6,1.0068464330282403,3.0013956330812803,0.9974967321355496,2.990608775419066,,,0.02003172254553276,0.020148484159429447
100,100,7,1.013767240330516,3.0129748498285025,1.0059370856173588,3.0103302180586247,,,0.020226560927328375,0.020193169468097037
100,100,8,1.0264019799889041,3.0195494734020727,1.024091332943098,3.014556276468108,,,0.020452316464000014,0.020506459626984455
100,100,9,1.0649412079724314,3.0275596220267786,1.033047890074337,2.995449486061431,,,0.02007906741404125,0.019827079137173142
100,10,0,0.9879841381149532,2.968682965196102,1.0186161089546009,2.992961317886774,,,0.06926233098897867,0.06922605207967772
100,10,1,1.1599549517258794,3.1489058505588403,1.004208389937955,3.0677733780085847,,,0.06893774023298355,0.06536110259405205
100,10,2,1.1410409645670896,3.1888186602420205,0.9769679728913683,3.084070925851722,,,0.06689865330697617,0.06707969768824198
100,10,3,1.1577813024549108,3.113964483388745,0.9733531936925572,2.946910223352844,,,0.06606796229749849,0.06571018051576007
100,10,4,1.1806093735664263,3.1917608424730872,0.9860466894653418,2.9953152607523705,,,0.06701564090105776,0.06647839863934325
100,10,5,1.171378257631126,3.1230390042230454,0.9611595561094812,2.921225104351838,,,0.0690511555004144,0.066342039780916
100,10,6,1.1223647920199298,3.1202773992473958,0.9896219855322488,3.041743734541937,,,0.07085031181143113,0.07081277342773791
100,10,7,1.0554325316147697,2.9131367881105064,1.0335659056637612,2.9081931618897134,,,0.06483973549457597,0.06638666757733322
100,10,8,1.1809121610031923,3.153681536405699,1.0802608258574213,3.0180606751621135,,,0.06583704262132187,0.0678067480794685
100,10,9,0.91095039407098,3.0579400389826716,0.9214378502991912,3.03388903116616,,,0.06879207589749474,0.0652047569585328
100,20,0,1.1830209522986266,3.149929611254585,1.0458658720777156,3.024546353830389,,,0.04676515170570363,0.04605776796237125
100,20,1,0.918060814423896,3.0212543357814994,0.9054425481324463,3.0156639220770067,,,0.044571061864690655,0.04577721598171388
100,20,2,1.123228067521346,3.236188315141149,0.9837433438135215,3.0805247339249635,,,0.04697438169766291,0.04681741135144006
100,20,3,1.1786881529476787,3.0603259348106135,1.0588406689834238,2.923180543273635,,,0.045965698905397465,0.0449684226519788
100,20,4,1.1822135810373382,3.1687897924033663,1.028862280973619,3.036212430531908,,,0.04776782985705322,0.04641941400918237
100,20,5,1.1486586395170733,3.226150579823752,1.0024847687939384,3.132919099749195,,,0.044930240005410585,0.04517578284871446
100,20,6,1.003189672561767,3.0008653296452614,0.9800792754466716,2.958959538630774,,,0.046355424846113505,0.04718879146299096
100,20,7,1.0572952877434325,3.2755682101704373,0.9407401701138105,3.109642649878997,,,0.045756628519858955,0.045678067897757996
100,20,8,1.1978944171861983,3.1646344090579532,1.0257302423713053,3.0215384396235203,,,0.04740310235742569,0.04672719657391461
100,20,9,1.1437457222242884,3.1612642914502587,0.9727043097715015,2.9444483387537024,,,0.04760555414531627,0.046556387429973436
100,50,0,1.0326623216704647,3.0184369145150995,1.0126768815988687,3.0052720394215795,,,0.028270297867761366,0.028087598725548085
