T,N,mean_interactive.1,mean_interactive.2,mean_interactive.3,mean_interactive.4,mean_interactive.5,bias_interactive.1,bias_interactive.2,bias_interactive.3,bias_interactive.4,bias_interactive.5,sde_interactive.1,sde_interactive.2,sde_interactive.3,sde_interactive.4,sde_interactive.5,ci_l_interactive.1,ci_l_interactive.2,ci_l_interactive.3,ci_l_interactive.4,ci_l_interactive.5,ci_u_interactive.1,ci_u_interactive.2,ci_u_interactive.3,ci_u_interactive.4,ci_u_interactive.5,rmse_interactive.1,rmse_interactive.2,rmse_interactive.3,rmse_interactive.4,rmse_interactive.5,mean_within.1,mean_within.2,mean_within.3,mean_within.4,mean_within.5,bias_within.1,bias_within.2,bias_within.3,bias_within.4,bias_within.5,sde_within.1,sde_within.2,sde_within.3,sde_within.4,sde_within.5,ci_l_within.1,ci_l_within.2,ci_l_within.3,ci_l_within.4,ci_l_within.5,ci_u_within.1,ci_u_within.2,ci_u_within.3,ci_u_within.4,ci_u_within.5,rmse_within.1,rmse_within.2,rmse_within.3,rmse_within.4,rmse_within.5
10,100,1.1451209599878787,3.1473033355982016,3.1595019039218797,1.9053551853468378,4.152554699970407,0.14512095998787866,0.049101111866067214,0.36809961921562406,0.047322407326581106,0.03813867499260182,,,,,,,,,,,,,,,,0.21783425331517198,0.21219813030184986,3.330001131725187,0.297103340832421,1.0747340533030751,1.375176038626474,3.373649215009628,3.1721992636306493,,,0.375176038626474,0.12454973833654275,0.36556014727387015,,,0.05584525796668584,0.05471453718631196,0.0810134791791973,,,1.2657213443044213,3.2664106926936793,3.013415762177137,,,1.4846307329485267,3.480887737325577,3.3309827650841615,,,0.377712956433498,0.37590080331334685,2.69650225603122,,
20,100,1.0107297660032426,3.022022969603401,4.952546521300431,1.9764937979757846,3.9965918415605266,0.010729766003242602,0.007340989867800296,0.009490695739913768,0.011753101012107692,0.0008520396098683491,,,,,,,,,,,,,,,,0.0463187509125555,0.07030950448283205,0.12050435286509474,0.04346350780935153,0.0396169493321882,1.3852315178107149,3.4137927957160032,3.9894369655823825,,,0.38523151781071485,0.13793093190533443,0.2021126068835235,,,0.037549658037910535,0.03722019924340113,0.05346161789837924,,,1.3116355404246152,3.3408425457015323,3.884654119946317,,,1.4588274951968145,3.486743045730474,4.094219811218448,,,0.3873260578581245,0.415369948849153,1.6409730663051831,,
50,100,1.0073138508156518,3.003634634993705,4.999259166264775,1.9974116232075094,4.007988203307518,0.0073138508156518345,0.0012115449979016961,0.00014816674704505318,0.0012941883962452883,0.0019970508268793985,,,,,,,,,,,,,,,,0.023733594968163945,0.0235916584702823,0.056630217777287266,0.03410487803571313,0.03173183137176063,1.3970270466792718,3.385988459125869,4.214613641760307,,,0.3970270466792718,0.12866281970862303,0.15707727164793858,,,0.0234917793182304,0.02346235607634837,0.0353676710499965,,,1.3509840052827773,3.340003086223772,4.145294280285254,,,1.4430700880757663,3.4319738320279662,4.28393300323536,,,0.3979963862902423,0.3870330671964415,0.8567789392338339,,
100,100,1.002950877159725,2.9884843612408103,5.002034284843205,2.0057792534982335,4.006731599297023,0.002950877159725085,0.0038385462530632353,0.00040685696864102284,0.002889626749116747,0.0016828998242557347,,,,,,,,,,,,,,,,0.021328250110374914,0.02971939533931028,0.04555119797999573,0.017769070322824345,0.023906998926046016,1.3933172182115294,3.38506936485285,3.974129130804671,,,0.39331721821152943,0.12835645495094994,0.20517417383906578,,,0.016478268361100563,0.016469803145606598,0.02466637990192621,,,1.3610204056961865,3.3527891438549964,3.925783914567913,,,1.4256140307268723,3.4173495858507033,4.022474347041429,,,0.39356869133006706,0.38537896501102975,1.1291688923858427,,
100,10,1.1126873077633754,3.1258274178536523,4.280433105798674,1.9198718805446457,3.9738366381396704,0.11268730776337543,0.041942472617884086,0.14391337884026517,0.040064059727677126,0.006540840465082409,,,,,,,,,,,,,,,,0.19639285435556075,0.18021120939807675,1.2726996991852457,0.27884546716776576,0.356497972496998,1.4115100468130506,3.4218856591875593,4.193220398554066,,,0.4115100468130506,0.14062855306251976,0.16135592028918672,,,0.05438609750367189,0.05375628114694984,0.07920526368233861,,,1.30491525444617,3.316525284196728,4.037980934350684,,,1.5181048391799312,3.5272460341783907,4.348459862757449,,,0.4171022020464772,0.42801002799292504,1.1796710945289683,,
100,20,1.051238137760531,3.0365495672315386,4.835028351439357,2.0338268441952962,4.023771049727665,0.0512381377605311,0.012183189077179524,0.03299432971212859,0.016913422097648123,0.00594276243191616,,,,,,,,,,,,,,,,0.09301878816805204,0.06201830513855509,0.2833623756786023,0.07275617197946886,0.06455570188885111,1.38778572537471,3.3851426160697344,4.506584020065663,,,0.3877857253747099,0.1283808720232448,0.0986831959868674,,,0.03816117060877625,0.03779793358093468,0.05727957756200164,,,1.31299120537362,3.3110600275610653,4.394318110994472,,,1.4625802453758,3.4592252045784035,4.6188499291368545,,,0.38950392819715685,0.3869966925321701,0.8491369467376569,,
100,50,0.998580854089821,3.0120391329121157,4.983443923201193,2.002005405553314,4.012526550545927,0.0014191459101789983,0.004013044304038556,0.003311215359761377,0.0010027027766570384,0.003131637636481832,,,,,,,,,,,,,,,,0.027438799782397563,0.024580526239540754,0.044898966438382606,0.019132955610903002,0.04259538033334759,1.3861523207032418,3.4097509360706306,4.039919603482975,,,0.3861523207032418,0.13658364535687686,0.192016079303405,,,0.023148492926008478,0.023291161526222633,0.03484233716280546,,,1.340782108271885,3.3641010983211292,3.971629877506675,,,1.4315225331345987,3.455400773820132,4.108209329459275,,,0.38715514568397863,0.4115092783934633,1.1855126376687992,,
