r,T,N,sim,beta_interactive.1,beta_interactive.2,beta_interactive.3,beta_interactive.4,beta_interactive.5,beta_within.1,beta_within.2,beta_within.3,beta_within.4,beta_within.5,sde_interactive.1,sde_interactive.2,sde_interactive.3,sde_interactive.4,sde_interactive.5,sde_within.1,sde_within.2,sde_within.3,sde_within.4,sde_within.5
5,50,50,6,0.931059008381447,2.998293367596294,5.078632991387874,2.0076688860971927,3.915077670967099,1.3148411857096152,3.4516418255496633,2.4394478570623925,,,1.6033335239865045,1.6247516142220442,2.7024714583806935,1.577600014648875,1.756057836379132,0.03350792945390271,0.033978163111288824,0.044408911487476006,,
5,50,50,7,1.064132764219847,3.1039940954130087,4.845742379458291,2.045166195770854,3.8586999340047736,1.36125238733782,3.421113159176633,5.0337327430796455,,,1.642643960797246,1.6197993397751256,2.727271957314502,1.6547223313924857,1.820919499017513,0.033926112944309535,0.035023327516137966,0.05451830260058303,,
5,50,50,8,0.9896025628819354,3.092036141670963,4.89272056879463,1.9891645332516064,3.9349488841052773,1.3384953302937619,3.4489300895126025,4.60358262960853,,,1.5954405504144233,1.6090511776635934,2.6201461423552925,1.710556161302446,1.9604195821882004,0.034739673879643364,0.03432605420093826,0.049397052693357896,,
5,50,50,9,0.9951229106016617,2.9636198167228973,5.004881325144359,2.0459987362375722,4.074715657703255,1.38114115915253,3.3157873415150476,2.222016319040298,,,1.5537704729342414,1.5477380373552823,2.870035945033132,1.8418501056952836,2.1930833654591018,0.03386610921049676,0.03442830281494677,0.04378948970152091,,
6,50,50,0,1.1577264835287626,3.0785254452492987,4.5401491162262495,2.0783219991702406,4.020032826546566,1.4139529067982775,3.377790579704346,4.612965897540434,,,1.390712732781475,1.4246025607488173,3.531822776499167,1.777060447984869,1.8897912530099452,0.03224217897994909,0.03264849606259688,0.05892076623095477,,
6,50,50,1,0.9294389156764757,3.057699106770558,5.070743515390589,1.917811025512841,4.01289167592245,1.3697383413672655,3.473331237050431,5.7565083029873865,,,1.538095995031944,1.5525783355851346,2.1481126621067195,1.772926084323372,2.5345950054203508,0.03099126403205202,0.03093364861752993,0.0509235959532691,,
6,50,50,2,1.0485596120669123,3.0165333959560456,4.847533163107823,2.0151973025324117,4.032715530308214,1.4426678377912665,3.3566740004985682,3.9215959288485553,,,1.527015811978749,1.532930498617208,2.645605138200867,1.4278335559611322,1.5989559638551845,0.03365589169480412,0.03418020155236173,0.04864991275068367,,
6,50,50,3,1.1120939127872225,3.096983705147593,4.572081168823745,2.003793182792653,4.042454814988106,1.376417424779929,3.370136744115782,3.6376155986969607,,,1.7345663192719447,1.7437977636667255,4.242638401004224,2.2968971676802212,1.9878010054261492,0.03341188700038469,0.033212781071091116,0.05013766351457694,,
6,50,50,4,1.0055490155301456,3.0812249013088477,4.860221766425841,1.9519655122753303,3.9854193131541047,1.3997936750314928,3.4759856847548436,3.6620135724226426,,,1.542479765010514,1.576601589722864,2.9252055977457894,1.6264292903679864,1.817187907051049,0.03234703845212131,0.032760347488470086,0.04773769949009677,,
6,50,50,5,0.9980179273106553,3.0496659193970133,4.892721461396429,1.9889105679368502,4.021101654051926,1.3600601077238914,3.429380229976096,4.013101979984562,,,1.4434490325013307,1.4393907842717804,2.429726263190398,1.587687410389332,1.5960223076889786,0.03263356338021047,0.0329546822491474,0.05066202641726259,,
6,50,50,6,0.9770071785857994,3.0409602363289556,4.952654827425032,2.007903125895127,3.972300544691029,1.3536211637471003,3.452900151400237,4.080468227219867,,,1.448065692278136,1.4684555475145102,2.4656286130919205,1.1007136849588857,1.6496599497690674,0.0337944578925081,0.03298363438844344,0.04897567617943336,,
6,50,50,7,0.9352817862594573,3.0038863188279312,5.0756582641413175,2.0255388441302062,4.005134352016356,1.3145720082376537,3.444138681571399,5.030906016289386,,,1.4663339034712009,1.4619764721209807,2.0264147397278247,1.454010262409293,1.9394431773681706,0.03380197555439993,0.033819015482651926,0.04860660332214534,,
6,50,50,8,1.0401662686578284,2.9109254637947855,5.032456660658394,2.0442458774960803,3.9968031588595077,1.4551034785296753,3.350384991053473,4.939960294560313,,,1.3856766075174094,1.3920976690221998,1.9357035431301337,1.3989396309747653,1.3671912488300724,0.03192725720788272,0.032577623826528734,0.0477689197761078,,
6,50,50,9,1.0031792050620547,3.056729540802894,5.003948768875175,2.0122544780918017,4.006122788313548,1.3311739482465885,3.4269623391563666,5.079292969802972,,,1.457955965175143,1.5404458240671661,2.8079700835549075,1.4816553549616136,1.8360679137859341,0.03491164996970079,0.03391832247243207,0.05939677476215149,,
7,50,50,0,0.9397733838408784,3.0241872961163887,5.071411971086254,2.060717389549654,3.8579872727306777,1.3604384209780556,3.4202451735593176,2.621972914959986,,,1.596078791886251,1.583925414234015,2.5903464434494676,1.479692845893847,1.9323973100732117,0.034324035625320624,0.03475801152520736,0.04615762438925788,,
7,50,50,1,0.9778549260189922,2.9771322204805744,5.054837781797714,1.9958894085786703,4.07127549962797,1.4048427611011678,3.381906988362685,3.872451579420513,,,1.6569958403665697,1.6661017579417152,2.8298115042994354,1.9402378320134526,1.7748169624006975,0.033286998555742534,0.03381296243215252,0.0500449788745203,,
7,50,50,2,0.9908481912812499,3.0123020193694825,5.043634806673505,1.9554597000210916,4.002068647923629,1.3967740864903477,3.378548266932527,4.297384069239413,,,1.4987423091998966,1.461120749245465,2.0969519593439125,1.359298401655396,1.5134533492598157,0.033837106620703356,0.03374711266816614,0.05240682080549375,,
7,50,50,3,0.9551293365329496,2.965470508886443,5.0596232271219055,1.9552791795200362,3.9226401770944364,1.3874688229634642,3.3966648655057075,3.2788337573650645,,,1.4907611280181785,1.4541753982619177,1.9511691066715817,1.3277514340583325,1.6807032119993466,0.03336025331432385,0.03254198563800173,0.04396519958962442,,
7,50,50,4,0.9581587243934211,2.951062363339009,5.10964147241432,1.9314428468897231,4.088992137643029,1.3738727837083047,3.362996560473319,4.058458236219723,,,1.5596425813607144,1.5664836719258313,2.5589755074781,1.8258823885178908,1.8226487188027856,0.03451106580243658,0.034525127577171105,0.052626055047420364,,
7,50,50,5,1.0315509482602725,3.0755194666452472,4.97190489847395,1.9746551446301561,3.9650908398845033,1.3506666590664302,3.4585553702222356,3.38959392120374,,,1.5879257653078314,1.6034902185430377,2.5833167527704015,1.649579237826896,1.9745720238133453,0.03376861329215388,0.0333556699690818,0.04604334459710173,,
7,50,50,6,1.0214177149902168,3.0088861429539673,4.928725845614721,2.072970186950405,4.005003879945634,1.4174353927579468,3.370362941108922,1.4638745907639934,,,1.370220792032799,1.37845305927574,2.520292407766324,1.5107787276031246,1.6116192619032104,0.0324447254736372,0.03204166918581352,0.04229962952327598,,
7,50,50,7,1.0127289108138366,2.9717262048565245,4.980972305962954,1.924066760221553,4.035607604487511,1.3675765330527392,3.4237640966829934,4.446088274996985,,,1.4858626045623686,1.4580026383976474,2.199231151742243,1.1717196355434074,1.5679481002530722,0.0327243343726572,0.032809702423650944,0.04993688223224086,,
7,50,50,8,1.0319669037954506,2.9767210203116594,5.042469896294605,2.0154460886571877,3.9918010976670653,1.4684016413770415,3.3972438139611523,2.473260816994097,,,1.420281451733109,1.4439394809855273,2.4249367403565465,1.4462812694455436,1.7074861168624011,0.032357145905992216,0.03267761739078004,0.04371731100585527,,
7,50,50,9,1.0259815317103258,3.1107394442581078,4.79449615986454,1.9173882974720087,4.116309512439221,1.3756553069769986,3.4114004324900877,5.156196188008666,,,1.4982683078261299,1.5491186999455553,3.1709142558853656,1.83078611636567,2.566443432634361,0.03298448841280694,0.03333803007121424,0.051492100240721705,,
8,50,50,0,1.0849162310726879,3.08984475485847,4.762877010606415,1.9905636071069124,4.076690443818716,1.4445140243194392,3.383652540177737,4.934193084468589,,,1.4642461418329376,1.4264030375147234,3.024015452532869,1.3138123839388454,2.0052867625617496,0.03305444398241796,0.03310788167650837,0.05594474656157357,,
8,50,50,1,1.025555651698785,3.0914459556903195,4.722603030079107,1.9136428499035087,4.0684114635390625,1.3900682817480974,3.4573061425833425,4.259654060085499,,,1.4899224673010723,1.5679481764529273,2.744076662665595,1.3364052191081242,1.9099348323932768,0.032936872488110586,0.033652431850834864,0.05192734620741818,,
8,50,50,2,0.9526892247099097,2.9821601778984164,5.073457887188511,2.1102433008251893,4.012555043201607,1.3961697226606993,3.396393304616974,3.8704261721306734,,,1.4683896199880464,1.4892473632240835,2.6644285620094013,1.8440156849573128,1.5767792213463983,0.03187664902781623,0.032466759694756014,0.04811816945668198,,
8,50,50,3,0.9405199701565521,2.974460232465435,5.085882310011179,1.9995244446324443,4.075488898419726,1.3690437260458572,3.4484886598431785,5.373495306991344,,,1.672115298303729,1.64643976234699,2.394667265688409,1.6397751018294484,1.9347600983164723,0.03231641533075463,0.032188999197766494,0.046519068291301396,,
8,50,50,4,1.061001777165628,3.0176976408767997,4.844890266818873,2.041016965522748,3.9870276749631754,1.4317663139100891,3.3606643735555957,2.9214089686079587,,,1.472297371838247,1.413916528607944,2.835781296070552,1.491947284051542,1.5670913486553366,0.03366909759692611,0.033251074207876076,0.043901467707244325,,
8,50,50,5,1.0972672695771455,3.0530162192752996,4.917381608159731,2.0437326084179537,3.845787958292421,1.3912549112987227,3.405935940353652,4.481787460298752,,,1.4260473710565578,1.4344207953324584,2.812743339526502,1.6569872126549126,1.641691834932802,0.03344477984562752,0.033059267473231554,0.04513013324817659,,
8,50,50,6,1.061780435497353,3.0565562828845887,4.974122984552492,1.859704493182948,4.1025073792386255,1.3793241419424886,3.4463640114110543,3.7615186304404076,,,1.5996697151488408,1.5805919507119965,2.8298441193976376,1.502319528784072,1.6479178283752467,0.03291571766435926,0.032690391031411435,0.05252056887998272,,
8,50,50,7,0.977423725547667,2.938694925455655,4.999611972698092,1.9882234128284497,3.9538697016728843,1.390747824299378,3.3257643512636905,3.6728893832785,,,1.5298466956029861,1.4962702083623833,2.348085873742736,1.3215536144286806,1.725602540396126,0.03410442869125911,0.03379722687752378,0.054964782787745976,,
8,50,50,8,1.0289301388422563,3.0072386641147597,4.957378672952039,2.0294216072663387,3.9654851779925,1.4242912143785538,3.392902908203033,3.5071514596321576,,,1.5138356315910575,1.520543143495282,2.6316616342297037,1.4498218441658737,2.1509729408203504,0.03390605304977891,0.03392190356213103,0.05789262884196475,,
8,50,50,9,1.0442408327893449,2.989072995537152,4.977916971745202,2.0158075671422226,3.9452219346902204,1.4642855277481022,3.3875499191234484,3.6396580325759076,,,1.5793842117948167,1.5354502409555768,2.7059282346387246,1.7638837757441919,2.008724078942328,0.03323709205094749,0.033385939481102814,0.0495735249733201,,
9,50,50,0,0.9700764057673963,2.9167810303134623,5.107731015912584,1.9272464284622526,3.993477420211441,1.4067446677381372,3.413425676885521,4.256086664019293,,,1.5312259243161177,1.5365599528054723,1.9069847034055125,1.5059298278684683,1.5880102645254492,0.033202864196970834,0.03246152167209245,0.04834541963100871,,
9,50,50,1,1.1255706615072278,3.133346451951344,4.589095735476393,2.0836637247394445,3.900259648865756,1.4254057760102783,3.412279329628624,5.809387714271399,,,1.3720880511545068,1.3963033458407852,3.3086618911847445,1.6202793512045592,1.8792506043025716,0.032801758472277655,0.033240996308774445,0.05788385341839446,,
9,50,50,2,1.0174253876866,3.01914728978261,4.977865180070937,2.032591090684561,3.951903579265454,1.4190557302533395,3.412573738251858,3.7057748717348598,,,1.41122202095404,1.519196546810913,2.7589987572591834,1.8989318670172237,1.609077598824606,0.03258657835069451,0.03276401736560021,0.05035746814380705,,
9,50,50,3,1.0989065172198313,3.080457956167509,4.880940985245517,2.0785230452118704,3.9579879911782694,1.439386368512466,3.399685047344893,4.067693243436497,,,1.818342556420049,1.8005932162669307,4.696040190122531,2.1482194781659323,2.4290881275751772,0.032650685905315474,0.03199850544716442,0.046983790333149436,,
9,50,50,4,0.8595300415314515,2.9888939237667547,5.0939727019893315,1.9251683718587653,3.9716966962306284,1.3869286359240345,3.434694201818094,4.831762653234142,,,1.7281171874876406,1.6814571162678416,2.4524786846496984,1.5946814502282762,1.7355506150843416,0.034319227852019005,0.033605097293035874,0.05335792921207932,,
9,50,50,5,0.9952171431922281,3.111572499596689,4.848068284843277,2.07688585867895,3.914842448878744,1.3642094020632454,3.4563601289843033,5.5765968606046,,,1.5436170150190782,1.5650872534468323,2.8530411686392116,1.3886960897894132,1.9122711595295785,0.03316525173276155,0.033168362587256965,0.05229516757654756,,
9,50,50,6,1.0191245401831688,2.993578124395288,5.032234970578477,1.9114313063809427,3.9860499511444036,1.3864760624255927,3.3750724804132277,4.446835649693046,,,1.5312353132286327,1.5187956560718747,2.143742713521917,1.6932370236823597,1.7818226825755235,0.03356032713062165,0.033960253569950076,0.04851125867519235,,
