r,T,N,sim,beta_interactive.1,beta_interactive.2,beta_interactive.3,beta_interactive.4,beta_interactive.5,beta_within.1,beta_within.2,beta_within.3,beta_within.4,beta_within.5,sde_interactive.1,sde_interactive.2,sde_interactive.3,sde_interactive.4,sde_interactive.5,sde_within.1,sde_within.2,sde_within.3,sde_within.4,sde_within.5
9,50,50,7,0.9407125313456748,2.9937047122346527,4.954619995134136,1.9569847859108238,3.867084865861779,1.4555059675096191,3.4171009170252233,5.880857014298845,,,1.6929783836019285,1.724653774779247,2.825982505667844,1.6692008599163626,2.234634397403736,0.03237245838403402,0.03253652843284033,0.058298401969472745,,
9,50,50,8,1.0057550351665059,3.049982352170314,5.009098721354848,1.989896462556249,4.002319991576097,1.4023210376214372,3.4154614439455946,5.136292917533049,,,1.4817525133036302,1.467695891358116,2.6471323006737473,1.2762222437447126,1.7755947596431978,0.034770054293355494,0.035224895046489124,0.0590741840476273,,
9,50,50,9,0.9176014091156672,3.0766260955255893,4.839080727035581,1.9723595183575404,4.1558337199443605,1.382321623622365,3.4808026384546915,3.539866559508002,,,1.5040198066858845,1.5012163860201617,2.514833378091712,1.450403969501024,2.0274797154933384,0.030967673073510713,0.03163564705725807,0.04560133707673518,,
10,50,50,0,1.0244507343278177,3.014481437081768,4.959293025970354,1.998872120345398,4.000428771482239,1.42043452322711,3.41578264726105,4.345156368021629,,,1.3980454016682609,1.4306244342730972,2.0034031474260194,1.212199366396973,2.0117679996400395,0.033084852891521334,0.03281169613568402,0.04801411658404671,,
10,50,50,1,1.086103182913961,3.0752582662051555,4.687619975452067,1.961382765099,4.132585075168064,1.395237709977509,3.3813396176741195,4.7629178657614,,,1.6322217300130077,1.6179207550173056,3.3695922872985875,1.4998765846637037,2.404005144133007,0.03268627880445559,0.03268210087779393,0.05195680802082115,,
10,50,50,2,1.06447861546728,2.967986281271087,5.080582700787856,1.9881829808559497,4.073810852313886,1.4588874146677202,3.3213636188383138,4.431932316283296,,,1.431910867630388,1.4459171039963559,2.3245843792437983,1.3494462053198573,2.0236814349817194,0.03367696775781958,0.03365218076098688,0.05402778037165319,,
10,50,50,3,1.0653973218183834,3.1083420355030595,4.780042015107876,2.0138476114575243,3.9880116534148,1.4025242193727092,3.372224427900667,5.300751145407547,,,1.3824615332891523,1.368136166559329,2.9393441065758394,1.466861502687639,1.4428003527612114,0.03254851269002245,0.03263357015529645,0.048910524452208975,,
10,50,50,4,1.0198404514382657,2.9724045081280024,5.021438552694128,2.0966457497653908,4.038115717889555,1.4023801759165837,3.3817511292269984,4.7370267843748515,,,1.3864970414339532,1.4613234810060372,2.3724333099722603,2.0534295997444283,1.8340354658058196,0.034276145664152366,0.033152320804483736,0.05317747293520893,,
10,50,50,5,1.1048184617890424,3.0051623481708942,4.935228108077454,1.9220530955138249,3.945242026099818,1.4696204493653084,3.347221654598491,6.0849795254172125,,,1.371292821631882,1.4459267849961048,2.2980585962665696,1.3549783394693578,1.450164510154575,0.03313145448802048,0.03326665597204424,0.05204993962314626,,
10,50,50,6,0.9757532608022441,2.9746636361500816,5.013708465758247,2.03807640174898,4.071792730741935,1.3789949106622583,3.370766171610957,4.03341393561035,,,1.5098539681215712,1.5092185792216863,2.2546443750354492,1.3586016598900108,1.5283996931991155,0.03373356049187115,0.03413934904196507,0.04774840736613467,,
10,50,50,7,1.0587435130569118,2.922762881209403,5.036106931641199,2.047223841757748,4.093822589940336,1.4376061365429293,3.3772746888258496,5.500730943331947,,,1.5697254824783442,1.6577886433423517,3.0342924843306176,1.5624108238930177,1.8802587162331323,0.03376763887779647,0.03364825478683913,0.04953587383747325,,
10,50,50,8,0.9787034471825125,3.0105512111759603,4.990711847801291,1.9532125213276164,3.9484211039342147,1.4041250899822908,3.34599026495716,4.43632302078322,,,1.440608274130949,1.448646921028983,2.222480091026112,1.3955976772578054,1.530090478870658,0.034557025296448086,0.034658425428218814,0.05531828049531217,,
10,50,50,9,1.0020386476580425,3.160691672050948,4.545664677599826,2.1327442833813546,4.143728965722224,1.3744604448740216,3.446086475874216,4.2782008402446445,,,1.7763121948133946,1.762239555217911,4.5509554307163205,2.2791677061394915,2.6446361423461067,0.033592205526676806,0.03336123610203085,0.04813812709586915,,
