T,N,sim,beta_interactive.1,beta_interactive.2,beta_within.1,beta_within.2,sde_interactive.1,sde_interactive.2,sde_within.1,sde_within.2
100,100,7,1.0138986760161472,3.0038824993206035,1.0006238471633668,2.9951269370415408,,,0.01991941821920118,0.020603911022667773
100,100,8,1.0020525558071363,3.0223641072765766,1.009803652791198,3.0315069373268626,,,0.020123083985492826,0.02015180137491488
100,100,9,1.0042161974928518,2.9878721081588466,0.9749714532712422,2.966290832269531,,,0.020267573171473204,0.020555601843848918
100,10,0,1.0766147031365279,2.9378013329998076,1.0961984671160707,3.038832704546277,,,0.06142321803211646,0.06356421146885557
100,10,1,0.9538911036434996,3.013770671147853,0.9846635587923747,2.968350146911531,,,0.06541710105499413,0.0654436682122645
100,10,2,0.9821009680362565,3.0474830595322544,0.9507079453418403,3.083828206672171,,,0.06309475157949139,0.0675573332651117
100,10,3,0.9882742218734002,2.939546570321461,0.9836266329305015,2.9426695192942995,,,0.06561736724163172,0.06299350671839449
100,10,4,0.8648651211193563,2.8864841961869896,0.9518160743363796,2.970095081240993,,,0.0626979672989166,0.06132049997576201
100,10,5,0.9939228213210818,3.078956125366588,0.920856976402433,3.0134626484004623,,,0.06362394924906167,0.06618320386426937
100,10,6,1.1696547034935563,3.0889994949583297,1.086721786598567,3.007556987748492,,,0.06421843341964006,0.06183636151114003
100,10,7,1.2261240627920458,3.1703742380291686,0.9950484405798721,2.9554318037029095,,,0.06680743176309689,0.0685541412281098
100,10,8,1.0874719723199782,3.1364373341024567,0.995208674690176,3.0023831210382728,,,0.06147051808481322,0.06213149031212959
100,10,9,1.0795847740433793,2.964522868270876,0.9830833456840479,2.8866835181126964,,,0.06270794682136425,0.060737223500825874
100,20,0,1.1309181690711227,3.15657601203705,0.9961357208298655,3.0160573149183754,,,0.044720445086633066,0.044109829837025716
100,20,1,1.015180541196699,3.03687384389886,1.081719220608267,3.0689591283903592,,,0.04382742628153605,0.04506549429951412
100,20,2,1.0187113543574462,3.040205624827248,1.0053763961357538,3.0046788313362933,,,0.044004265789854814,0.04406765268331774
100,20,3,0.9911700476196614,2.974888850614416,0.9782468115588613,3.044084718337989,,,0.044476060983678845,0.045892882290002414
100,20,4,1.0751349274955437,3.034746379777623,1.0964316669771816,3.0223951675407403,,,0.04528332026649724,0.044643365677584375
100,20,5,1.0296095382369437,2.9514414952957644,1.0259206000039605,2.9992825046911795,,,0.045549063684525506,0.0447956433702813
100,20,6,1.0521961366384396,3.055349320073809,1.0330351901774881,3.0138430218913554,,,0.04658503021176854,0.045014978325914744
100,20,7,1.0864849696658716,3.060564294375933,1.032184512627816,3.004267140971744,,,0.04364997997817465,0.04541272274788247
100,20,8,1.1384805797825521,3.0676535688950928,1.0831085083935472,3.015322616961953,,,0.04554161363339956,0.0456662659879171
100,20,9,1.06159058830265,3.1022110493344996,0.9203344859032089,2.9854463533905085,,,0.044307907357630245,0.04460622774269556
100,50,0,1.0513277890373054,2.9984662353545453,1.06813677647465,3.002108751565364,,,0.02871396923797589,0.028240613475975593
100,50,1,1.1225793448604549,3.061392196398785,1.002439695214263,2.978758249857733,,,0.028208038947313715,0.027710548896314902
100,50,2,1.0108509030620887,2.9634690010023803,1.0190654341517633,2.950932083563633,,,0.028717368792962147,0.028583663919638343
100,50,3,1.0402502835571283,3.0337152688088516,1.0155583741370935,3.010288941416509,,,0.029054778975110725,0.028620492317394542
100,50,4,1.0331034314211394,3.002720904071115,0.9917471980676041,2.9672884326241333,,,0.028656116034638322,0.02882730708112166
100,50,5,0.9927245919818475,3.0175247426076837,1.0124614413645363,3.03813195550007,,,0.027847391282141754,0.02795939102645452
100,50,6,0.9618796085594674,2.975607217454872,0.969959890365066,2.998061370900274,,,0.028585334240193782,0.02895885032659237
100,50,7,0.959467871967064,3.0094561057517986,0.9566026606090715,3.008715077555153,,,0.027522702977598228,0.027720896176506415
100,50,8,0.984253570473264,3.0207678896063754,1.001931329425671,3.011709549642979,,,0.028289829278109347,0.028192891066959495
100,50,9,1.109133645067459,3.0139286802833105,1.059106174592981,2.984222578207987,,,0.02824235564143502,0.0272033020069367
