T,N,sim,beta_interactive.1,beta_interactive.2,beta_within.1,beta_within.2,sde_interactive.1,sde_interactive.2,sde_within.1,sde_within.2
100,10,0,0.9320881099450169,2.9879255796281328,0.9622908444470814,2.990137460214381,,,0.06218749521001723,0.062355411452077715
100,10,1,1.000484124931866,2.990639803191776,0.9847144853628971,2.9944884785657186,,,0.06425764388289715,0.0661009531205539
100,10,2,1.2227038544191942,3.1758676419038636,1.0938242766419575,3.1333783727374307,,,0.06344698910918266,0.06280538743104255
100,10,3,1.0649484230908115,3.071708722540862,1.0067341233381162,3.025762762928575,,,0.06299139384340718,0.0633120100967948
100,10,4,1.0863918687122052,3.1060859253146162,0.9373419085801077,2.97330901693878,,,0.06450601166625686,0.06381641983755854
100,10,5,0.9433016920233754,3.0936277409704687,1.0086009259410922,3.09849022115853,,,0.06273738980757047,0.0651145861215637
100,10,6,1.0806756761107685,3.1124839482565267,0.9994506990496186,3.0335858252301553,,,0.062179509741314906,0.06234483501520077
100,10,7,1.0294404427507828,2.9468112945899136,1.0467819276858654,3.032926730593403,,,0.0638916317796525,0.06327653647498688
100,10,8,1.0141514512361525,3.1805716840423415,0.9972741989717105,3.079231461765892,,,0.062810737458265,0.06117502109548012
100,10,9,1.1332346137283977,3.16906215628984,0.9794324282735787,3.0186103086094773,,,0.06644816447653294,0.0633122831327006
100,20,0,1.0369143991819172,3.0320884993387835,1.0026632727131255,3.002272521960792,,,0.04460069798596648,0.043533218906582904
100,20,1,1.0044254307181895,3.0215825758233237,1.0097303323889582,3.0166301244657756,,,0.04506266673047378,0.04553771087900652
100,20,2,1.062872003810451,3.0656111481284185,0.9871664925160514,3.0268877657370443,,,0.042471145169375946,0.04303868131820262
100,20,3,0.997826525370133,3.1796423879688156,0.9195947774913033,3.0918358792804064,,,0.04554109668493748,0.04574980766026803
100,20,4,1.0729712314842743,3.03439282162595,1.0303209541252123,3.005588110020529,,,0.04467328772270572,0.04364282739036164
100,20,5,0.9368712643815655,2.895534564268555,0.9737414753849214,2.926892278126995,,,0.04384127564556951,0.043519569965601156
100,20,6,1.0304210163768133,3.0214677447283727,1.0094850039750767,3.0448678232620283,,,0.04334796985946654,0.043879738127139856
100,20,7,1.0022902378355631,3.100054321145887,0.9181347174921568,2.9938294024910372,,,0.044664146732690146,0.04569605529410269
100,20,8,0.9389808971824252,3.007451360631073,0.9896648710333686,3.065302627268918,,,0.04476721887694697,0.04356854112606909
100,20,9,0.9628090483490404,3.00626715969301,0.945911978506827,3.010236866788411,,,0.04752673354324578,0.04493427520264171
100,30,0,1.0177639893409527,2.9972174505772067,0.9878416549732074,2.9808827376495435,,,0.03708031639445164,0.03700703134033238
100,30,1,0.967370249303972,2.9992373424960697,0.9870222005796625,2.9979469479821854,,,0.03551168343655013,0.036569485784602986
100,30,2,1.046232322975257,2.9857709281296216,1.0434916356946824,2.9582311423890393,,,0.03630624680393379,0.03573450066679045
100,30,3,0.9482006740021127,2.9891810355421384,0.9997601920424913,3.031349762702323,,,0.03656870761483349,0.03693505594323245
100,30,4,0.9870608010654358,2.9821906997889798,1.0164204479297498,2.9924450505971505,,,0.03561951821590388,0.03624041806450271
100,30,5,0.9717999770695442,3.023913578482368,0.9833896602090688,3.044776570706548,,,0.03653872973354088,0.036383638150081006
100,30,6,1.049835220489996,3.0382109448823513,0.9975867514146921,2.9996798784464516,,,0.03594859320029381,0.03694308214477457
100,30,7,1.064828807200982,3.047446702914648,1.098477960570837,3.065503736088078,,,0.03724542618719391,0.03717389752531899
100,30,8,0.902319143379632,2.967243524313986,0.9567962684050747,3.0010197413299617,,,0.0359117864005464,0.03661664396416012
100,30,9,1.0818453706460645,3.1059969004858488,0.9949343918015955,3.0034563826535905,,,0.03762798481774074,0.03751679170920101
100,40,0,0.9937669266453497,3.020024883201387,0.9778590232498846,3.0322018529062325,,,0.031591118026127296,0.031972854672875625
100,40,1,0.9921780098969677,2.993533960917514,0.9706939387055946,2.955100179100535,,,0.032398415235422924,0.032116930331368324
100,40,2,0.9874010989724482,3.0065348613313354,0.9332821970493529,2.971821146974638,,,0.0315033269127672,0.031458848390638464
100,40,3,1.058515901004668,3.008848377141664,1.009160603057075,2.9858037723508297,,,0.03211658401341839,0.03303867086372752
100,40,4,0.9961133702371257,2.9776623068620083,0.9707833157154198,2.9728885180416285,,,0.03217402341749958,0.031918090013789556
100,40,5,1.004359569879405,2.9968025319166642,0.9863839196375138,2.9697794170811216,,,0.0314083107684863,0.03193332382735368
100,40,6,1.033123515863089,3.0520586015525026,1.0387762425528109,3.0437329247656884,,,0.032123911564986035,0.031474204146538606
100,40,7,0.9898174715997641,3.062543998802802,0.9636631276004981,3.045231019424431,,,0.03188947478891544,0.03189786699271173
100,40,8,1.097129966231634,3.09095269868957,1.0523659010480597,3.037067049624077,,,0.03173979768396187,0.03212592756451044
100,40,9,1.0367720511807192,2.977938589816464,1.028843257364763,2.967043408701285,,,0.031186801861633726,0.031195352819865838
100,50,0,0.9974176978238916,3.051251697669734,0.971779558111993,3.028889319882511,,,0.027635042422246996,0.028147670337113587
100,50,1,0.9845453657549363,2.9830868471806475,1.012339459510748,2.991102451678623,,,0.027823523583471937,0.02822497097121913
100,50,2,1.019712801245248,3.048296797183081,1.0141973357640663,3.0157272541596756,,,0.028056465884414683,0.028489254873817333
100,50,3,1.0284475480723145,3.0170361801153263,1.011406930328813,3.008522768380685,,,0.02775538781583148,0.029112780477550008
100,50,4,1.0479731275155473,3.0326863631288,1.0285863921584761,3.0221863971332508,,,0.028171861499774464,0.02853094544589934
100,50,5,1.0205597399163437,3.0544298588998338,1.0039984393799453,3.0323206380145247,,,0.028655324269767694,0.028720194159298072
100,50,6,0.9717168999193149,3.0193110240089673,0.9986120896006058,3.023822915147612,,,0.028620370882936383,0.029029992778704834
100,50,7,1.007567179913675,2.977059995501058,1.0268038036145382,3.0092763703795398,,,0.028517537091383115,0.02840882183359684
100,50,8,1.016073074966343,2.9988871663064742,0.9992391938383688,2.9899660129403065,,,0.028165918745249128,0.028037620074798278
100,50,9,0.9510832668903433,2.973171328820257,0.9649048053152092,2.9928968289135525,,,0.02845187368085087,0.028119431504762198
100,100,0,1.0114690235634676,3.040110991983056,1.0020133890601335,3.0188849714410386,,,0.02018313890826499,0.02031892604541847
100,100,1,1.0171425282255484,3.0147460653488203,1.0113043081623616,3.008045169008665,,,0.019621711063120308,0.019837653250290594
100,100,2,0.9906440021449185,2.9556825487173235,0.9953545894626751,2.960146224674369,,,0.020116947543596116,0.020220418495571955
100,100,3,1.021797132373063,2.994146070038809,1.009857233893984,2.999245111871655,,,0.02007764880771726,0.02018842386867715
